Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1261151,Closed,Internet,1/15/2016,12:00 AM,Playgrnd,Rock Prairie Rd,College Station,TX,77845,Brazos,552503,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-29,,,,,Black,,Other,The children reported the incident to school staff,0,0,0,0,-1,Question
Attempted Abduction,1257596,Closed,Internet,11/6/2015,12:00 AM,Street,Rockaway Ave & Hegeman Ave,Brooklyn,NY,11212,New York,547497,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ignored/Refused,Walked away,0,-1,0,0,-1,Basketballs; Conversation
Attempted Abduction,1210375,Closed,Internet,1/29/2013,12:00 AM,Street,Rocks Rd & Lafayette Rd,Seabrook,NH,03874,Rockingham,480640,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1261941,Closed,Internet,1/28/2016,5:40 PM,School - Bus Stop,Rogers Ave & Albemarle Rd,Brooklyn,NY,11226,New York,553631,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Black,,,,,,40,,,Van,,Gray,,Ignored/Refused,Ran away,0,0,0,-1,0,
Attempted Abduction,1220763,Closed,Internet,7/10/2013,12:00 AM,Street,Rosario Dr & Valentin Dr,Summerville,SC,29483,Dorchester,492633,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,34-39,,,Pickup Truck,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1193432,Closed,Internet,4/12/2012,7:30 AM,Street,Roscoe Blvd,Sun Valley,CA,91352,Los Angeles,462014,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,25-40,,,,,Red,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1224987,Closed,Internet,10/24/2013,12:00 AM,School - Bus Stop,Rosehill Rd & Bartlett Rd,Reynoldsburg,OH,43068,Franklin,498333,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Black,,,23,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1266283,Closed,Internet,4/6/2016,12:00 AM,Street,Ross Rd & Pearce Ln,Austin,TX,78617,Travis,559871,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1229354,Closed,Internet,2/4/2014,11:23 PM,Home - Residence,Rouen Ave & Drum St,Winter Park,FL,32789,Orlando,504772,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1247174,Closed,Internet,4/10/2015,5:00 PM,Street,Round Hill Ct,Edgewood,KY,41017,Kenton,531297,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ignored/Refused,The child told the suspect to leave or she would call the police,0,0,0,-1,-1,Parents sent
Attempted Abduction,1204430,Closed,Internet,10/5/2012,12:00 AM,Home - Residence,Route 204 & Milnor Rd,Pickerington,OH,43147,Fairfield,474058,,,,,,Unknown,,,,,,Male,,,,,,4,,,,,,Male,Male,,White,White,,,,,Unknown,14-19,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1241919,Closed,Internet,12/10/2014,2:50 PM,Home - Residence,Route 304,Bardonia,NY,10954,Rockland,523241,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,Black,,,,,,Unknown,,,Van,,Red,,Ignored/Refused,,0,0,0,0,-1,Asked questions
Attempted Abduction,1193737,Closed,Internet,4/23/2012,5:00 PM,Street,Route 6,Towanda,PA,18848,Bradford,462345,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Biracial,,,,,,50,,,,,Silver,,Fought/Broke Free,Ran Away,0,0,0,0,-1,Conversation
Attempted Abduction,1285535,Closed,Internet,6/2/2016,4:50 PM,Outdoor - Open Area,Route 800,Mineral City,OH,44663,Tuscarawas,585989,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Black,,,31,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1223638,Closed,Internet,10/2/2013,8:00 AM,School - Bus Stop,Rt 17,Carrollton,VA,23314,Isle of Wight,496319,,,,,,White,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,40-59,,,"Sedan, 2 door",,White,,Released,,0,0,0,0,-1,Unknown
Attempted Abduction,1286040,Closed,Internet,12/15/2016,6:15 PM,Restaurant,Rt 206,Princeton,NJ,08540,Mercer,586633,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,White,,,39,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1249499,Closed,Internet,6/3/2015,12:00 AM,Street,Rte 46 & Netcong Rd,Budd Lake,NJ,07828,Morris,535100,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,25,,,,,,Pickup Truck,,Silver,,Ignored/Refused,Walked away,0,0,0,-1,0,
Attempted Abduction,1191937,Closed,Internet,3/27/2012,12:00 AM,Street,Rte 817,St. Albans,WV,25177,Kanawha,460405,,,,,,Unknown,,,,,,Female,,,,,,18,,,,,,Male,,,Unknown,,,,,,50-69,,,Van,,White,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1201210,Closed,Internet,8/20/2012,12:00 AM,Home - Residence,Ruebush Rd & Highland Rd,Dublin,VA,24084,Pulaski,470539,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Green,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1230754,Closed,Internet,4/3/2014,9:10 PM,Street,Running Deer Pkwy & Moccasin Trail,Woodstock,GA,30189,Cherokee,506794,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,25-35,,,,,,,Other,Child called 911 for assistance,0,0,0,0,-1,None
Attempted Abduction,1248806,Closed,Internet,5/22/2015,3:30 PM,Street,Russell St & Lake St,Nashua,NH,03060,Hillsborough,534038,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,,,,30-39,,,,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1260531,Closed,Internet,1/5/2016,12:00 AM,School - Bus Stop,Russo St & Social St,Providence,RI,02904,Providence,551573,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Hispanic,,,33,,,,,,,,White,,Other,Walked away,0,0,0,0,-1,None
Attempted Abduction,1265663,Closed,Internet,3/30/2016,5:00 PM,Street,Ruth St & Francesca St,Corpus Christi,TX,78405,Nueces,559019,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,Black,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1281326,Closed,Internet,10/17/2016,12:00 AM,Street,S 11th Ave & W Buckeye Rd,Phoenix,AZ,85007,Maricopa,580461,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,47,,,,,,,,,,Other,The suspect fled,0,0,0,0,-1,Waved
Attempted Abduction,1276142,Closed,Internet,8/12/2016,12:00 AM,Park,S 144th St & Q St,Omaha,NE,68137,Douglas,573671,,,,,,White,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Black,,Ran Away,,0,0,0,-1,-1,Question
Attempted Abduction,1245123,Closed,Internet,2/26/2015,12:00 AM,Home - Residence,S 1475 W & W 2150 S,Syracuse,UT,84075,Davis,528065,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,Tan,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1266309,Closed,Internet,4/4/2016,12:00 AM,Street,S 151st St & Giles Rd,Omaha,NE,68138,Sarpy,559906,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1205274,Closed,Internet,10/22/2012,8:20 AM,Street,S 2end Av & Mather  St,Brighton,CO,80601,Adams,474994,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1269895,Closed,Internet,5/25/2016,6:30 PM,Street,S 2nd St & Pine St,Sunbury,PA,17801,Northumberland,564922,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,30-49,,,Van,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1258845,Closed,Internet,12/2/2015,12:00 AM,School - Bus Stop,S 58th St & Springfield Ave,Philadelphia,PA,19143,Philadelphia,549245,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,Unknown,,,,,,20-29,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Parents sent
Attempted Abduction,1211709,Closed,Internet,2/26/2013,12:00 AM,Street,S 600 W & W 200 S,Salt Lake City,UT,84101,Salt Lake City,482118,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,18-20,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1253872,Closed,Internet,8/24/2015,12:00 AM,Street,S 61st St W,Muskogee,OK,74401,Muskogee,542282,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Male,,White,Unknown,,,,,30-40,Unknown,,,,White,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1192081,Closed,Internet,3/20/2012,12:00 AM,Street,S 6th St & Sycamore St,Hamilton,OH,45011,Butler,460567,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,White,,,26,,,,,,"Sedan, 4 door",,Black,,Unknown,,0,0,-1,0,0,
Attempted Abduction,1263614,Closed,Internet,2/29/2016,12:00 AM,Street,S 7th Ave,Walla Walla,WA,99362,Walla Walla,556085,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,40-45,,,Van,,Silver,,Ignored/Refused,,0,0,0,-1,-1,Conversation; Parents Sent
Attempted Abduction,1255365,Closed,Internet,9/29/2015,3:30 PM,Street,S 7th St,Abilene,TX,79605,Taylor,544461,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,Maroon,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1229380,Closed,Internet,3/5/2014,4:00 PM,Street,S 9th St & Frances St,Omaha,NE,68108,Douglas,504800,,,,,,White,,,,,,Female,,,,,,8,,,,,,Male,,,Hispanic,,,19,,,,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1285546,Closed,Internet,12/25/2016,11:08 AM,Retail - Food/Conv/Gas,S Anderson Rd,Rock Hill,SC,29745,York,586000,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,White,,,46,,,,,,Pickup Truck,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1241744,Closed,Internet,12/8/2014,6:15 PM,Street,S Arthur St & Webb Ave,El Dorado,KS,67042,Butler,523002,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,White,,,,,,50-59,,,Van,,White,,Other,The child left the area,0,0,0,0,-1,Lie regarding child's father
Attempted Abduction,1256086,Closed,Internet,10/8/2015,10:00 AM,School - Bus Stop,S California St & W Pecos Rd,Chandler,AZ,85225,Maricopa,545421,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-39,,,,,,,Other,The suspect fled on foot,0,0,0,0,-1,None
Attempted Abduction,1277108,Closed,Internet,9/14/2016,11:50 AM,Street,S Calkey St & E Boarder St,Diamond,IL,60416,Grundy,574943,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,Van,,Gray,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1210353,Closed,Internet,1/25/2013,6:45 AM,Street,S Carpenter Rd & Laurel Rd,Brunswick,OH,44212,Medina,480613,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,45,,,Pickup Truck,,"Green, Dark",,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1245196,Closed,Internet,3/9/2015,1:09 PM,Street,S Chamberlain Blvd & Bushnell Ave,North Port,FL,34286,Sarasota,528182,,,,,,White,,,,,,Female,,,,,,17,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1211711,Closed,Internet,12/17/2012,12:00 AM,Street,S Crestline St & E 39th Av,Spokane,WA,99203,Spokane,482121,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,30-39,,,Sport Utility,,Dark,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1279552,Closed,Internet,10/18/2016,3:10 PM,Street,S Dillingham Ave & Patrick St,Kissimmee,FL,34741,Osceola,578074,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 2 door",,Black,,Fought/Broke Free,Ran away,0,-1,-1,0,-1,Prize
Attempted Abduction,1254934,Closed,Internet,9/14/2015,12:00 AM,Street,S Division Ave & Cedar St,Fremont,MI,49412,Newaygo,543867,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,White,,,,,,40-70,,,,,,,Unknown,,0,0,0,-1,0,
Attempted Abduction,1232159,Closed,Internet,1/8/2013,4:00 PM,Street,S Elm Ave & E 138th Pl,Glenpool,OK,74033,Tulsa,508868,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Biracial,,,,,,Unknown,,,Sport Utility,,White,,Released,,0,0,0,0,-1,Unknown
Attempted Abduction,1221634,Closed,Internet,8/15/2013,12:00 AM,Street,S Euclid Ave & E Hotchkiss Rd,Bay City,MI,48706,Bay,493712,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-30,,,,,Black,,Fought/Broke Free,,0,0,0,0,-1,Unknown
Attempted Abduction,1267026,Closed,Internet,4/20/2016,12:00 AM,Park,S Ferdon Blvd,Crestview,FL,32536,Okaloosa,560880,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,58,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1275707,Closed,Internet,8/23/2016,8:00 PM,Street,S Findlay St,Seattle,WA,98108,King,573082,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Asian,,,,,,50-59,,,Sport Utility,,Black,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1252610,Closed,Internet,8/3/2015,7:00 PM,Park,S Fourth Ave and W Pine St,Sequim,WA,98382,Clallam,540343,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1211038,Closed,Internet,2/5/2013,3:30 PM,Street,S Garnd Blvd & E 30th Av,Spokane,WA,99203,Spokane,481379,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,,,,17-24,,,"Sedan, 4 door",,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1246140,Closed,Internet,3/23/2015,12:00 AM,Street,S General McMullen Dr & Weir Ave,San Antonio,TX,78226,Bexar,529619,,,,,,Unknown,,,,,,Female,,,,,,14-17,,,,,,Male,,,White,,,29,,,,,,,,,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1218798,Closed,Internet,6/10/2013,12:00 AM,Street,S Grape St & Monroe St,Medford,OR,97501,Jackson,490330,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,White,,,47,,,,,,"Sedan, 2 door",,Orange,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1263874,Closed,Internet,3/1/2016,12:00 AM,School - Bus Stop,S Jones Blvd & W Silverado Ranch Blvd,Las Vegas,NV,89139,Clark,556435,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,,,,35-39,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1247921,Closed,Internet,4/30/2015,7:00 PM,Street,S Kossuth St & E Grant St,Osceola,IA,50213,Clarke,532714,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Female,,,White,,,,,,50-59,,,"Sedan, 4 door",,Yellow,,Unknown,,0,-1,0,0,0,
Attempted Abduction,1221633,Closed,Internet,8/19/2013,12:00 AM,Street,S Lafayette St & W Reynolds St,Newton,IL,62448,Jasper,493711,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,Van,,White,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1204159,Closed,Internet,9/28/2012,8:34 PM,Street,S Lincoln St & 28th St,Bay City,MI,48708,Bay,473785,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Dark,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1262024,Closed,Internet,10/21/2015,12:00 AM,Street,S Locust Grove Rd & E Lake Creek St,Meridian,ID,83642,Ada,553732,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,26,,,,,,,,White,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1251120,Closed,Internet,7/1/2015,5:05 PM,Street,S Main St,Chambersburg,PA,17201,Franklin,537773,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,White,,,81,,,,,,,,,,Other,Walked to a busier area,0,0,0,0,-1,Food/Drink; Questions
Attempted Abduction,1207459,Closed,Internet,11/24/2012,12:00 AM,Retail - Other,S Main St & Hyatt Creek,Waynesville,NC,28786,Haywood,477388,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,48,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1189294,Closed,Internet,2/14/2012,12:00 AM,School - Bus Stop,S Nebraska St & W 8th St,Marion,IN,46953,Grant,457499,,,,,,White,,,,,,Female,,,,,,18,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1200883,Closed,Internet,8/14/2012,12:00 AM,Street,S Parkway & Horace  St,Memphis,TN,38106,Shelby,470176,,,,,,Black,,,,,,Female,,,,,,17,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1261259,Closed,Internet,1/14/2016,7:50 AM,Street,S Paulina St & W 36th St,Chicago,IL,60609,Cook,552648,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,35-40,,,,,,,Other,Suspect walked away,0,0,0,0,-1,None
Attempted Abduction,1269712,Closed,Internet,6/2/2016,3:30 PM,Street,S Platinum Ave & E Apple St,Deming,NM,88030,Luna,564691,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,Unknown,,,Motorcycle,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1257586,Closed,Internet,11/5/2015,6:00 PM,Religious Facility,S Portage St,Doylestown,OH,44230,Wayne,547483,,,,,,White,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,45,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1257696,Closed,Internet,10/1/2015,12:00 AM,School - Facility,S Prairie Ave & W 17th St,Sioux Falls,SD,57104,Minnehaha,547614,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,Unknown,,,26,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Waved; Impersonation
Attempted Abduction,1264127,Closed,Internet,3/5/2016,7:40 AM,Park,S Recker Rd & E Williams Field Rd,Gilbert,AZ,85295,Maricopa,556775,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,46,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1250312,Closed,Internet,6/18/2015,8:00 AM,Street,S Rhodes Ave & E 60th St,Chicago,IL,60637,Cook,536380,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,Female,,Black,Black,,,,,35,30,,,,,,Ignored/Refused,Walked away,0,0,0,-1,0,
Attempted Abduction,1277355,Closed,Internet,9/21/2016,9:30 PM,Parking Lot/Garage,S Ridgewood Ave & Shady Pl,Daytona Beach,FL,32114,Volusia,575263,,,,,,Black,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,40-49,,,"Sedan, 4 door",,Red,,Adult/Child Intervened,,0,0,-1,0,0,
Attempted Abduction,1220914,Closed,Internet,8/5/2013,12:00 AM,Home - Residence,S Rock St & W Plum St,Centralia,WA,98531,Lewis,492816,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,White,,,48,,,,,,,,,,Ran Away,,-1,0,0,0,0,
Attempted Abduction,1276616,Closed,Internet,9/7/2016,7:38 PM,Street,S Rockwell St & W 61st St,Chicago,IL,60629,Cook,574288,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,30-35,,,,,,,Other,The subject fled the area on foot,0,0,0,0,-1,None
Attempted Abduction,1278718,Closed,Internet,10/9/2016,12:00 AM,Street,S Roosevelt Ave & Powell Ave,Bexley,OH,43209,Franklin,577037,,,,,,White,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ignored/Refused,Ran away; Adult intervened,0,-1,0,0,0,
Attempted Abduction,1225312,Closed,Internet,10/28/2013,3:30 PM,Street,S San Gabriel Blvd & E Broadway,San Gabriel,CA,91776,Los Angeles,498807,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,White,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1259941,Closed,Internet,12/9/2015,12:00 AM,School - Bus Stop,S Sheridan Dr & Marquette Ave,Muskegon,MI,49442,Muskegon,550749,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Female,,,White,,,,,,Unknown,,,Van,,White,,Adult/Child Intervened,,0,-1,0,0,0,
Attempted Abduction,1191675,Closed,Internet,3/27/2012,5:45 PM,Street,S Woodland Blvd & E New Hampshire Ave,DeLand,FL,32720,Volusia,460121,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,,,,30-35,,,,,Green,,Ignored/Refused,Ran Away,0,0,0,0,-1,None
Attempted Abduction,1246931,Closed,Internet,3/23/2015,9:30 AM,Street,Sagebrush Dr,Antioch,CA,94531,Contra Costa,530924,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,21,,,,,,"Sedan, 4 door",,White,,Fought/Broke Free,The child also ran away,0,0,0,-1,0,
Attempted Abduction,1266308,Closed,Internet,4/8/2016,3:40 PM,Street,Sam Houston Dr & Marks Cir,Lebanon,TN,37087,Wilson,559904,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-60,,,"Sedan, 4 door",,Gray,,Ignored/Refused,,0,0,0,0,-1,Directions; Questions
Attempted Abduction,1284319,Closed,Internet,12/17/2016,12:00 AM,Restaurant,San Pablo Ave,El Cerrito,CA,94530,Contra Costa,584465,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-59,,,Sport Utility,,,,Other,The child immediately left the area,0,0,0,0,-1,None
Attempted Abduction,1262706,Closed,Internet,2/2/2016,3:30 PM,Street,Sand Hill Rd & LaSalle Dr,Essex,VT,05452,Chittenden,554721,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,Female,,Unknown,Unknown,,,,,18-23,Unknown,,Van,,,Red,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1200379,Closed,Internet,8/8/2012,12:00 AM,Street,Sappington Rd & Nancy Carol Ln,Glendale,MO,63122,St. Louis,469630,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,40-49,,,Pickup Truck,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1271357,Closed,Internet,6/9/2016,7:25 AM,Street,Saulty Dr & Muddy Harbor Square,Sterling,VA,20165,Loudoun,567007,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Unknown,,,,,,30-40,,,,,,,Ran Away,Screamed,0,0,0,0,-1,Question
Attempted Abduction,1282698,Closed,Internet,11/28/2016,4:00 PM,Street,Saunders Ave,San Anselmo,CA,94960,Marin,582313,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,White,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1211111,Closed,Internet,11/1/2012,12:00 AM,Street,Schaffer St & Lewis Av,Dyersburg,TN,38024,Dyer,481456,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,20,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1190891,Closed,Internet,2/23/2012,5:20 AM,Street,School Ln & Forrest Ave,Drexel Hill,PA,19026,Delaware,459279,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,50-59,,,Van,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1266284,Closed,Internet,4/5/2016,12:00 AM,Street,School St & Edgewood Dr,Silver Lake,WI,53170,Kenosha,559872,,,,,,Unknown,,,,,,Male,,,,,,7,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,White,,Ignored/Refused,Ran away,0,0,0,-1,0,
Attempted Abduction,1258737,Closed,Internet,11/23/2015,3:20 PM,School - Bus Stop,Schwab Dr,Parma,OH,44130,Cuyahoga,549107,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,30,,,"Sedan, 4 door",,Red,,Fought/Broke Free,,0,0,0,0,-1,None
